tls_id,timesteps,ep_rew_mean,ep_len_mean,value_loss,policy_gradient_loss,entropy_loss
A2,32768,,,0.026423,-0.017058,-0.31109
A2,36864,,,0.019428,-0.011583,-0.266602
A2,40960,,,0.017462,-0.009926,-0.220887
A2,45056,,,0.015257,-0.010472,-0.185119
A2,49152,,,0.015322,-0.006781,-0.154223
A2,53248,,,0.015449,-0.0063,-0.130338
A2,57344,,,0.016833,-0.00496,-0.10988
A2,61440,,,0.015989,-0.002775,-0.092087
A2,65536,,,0.018456,-0.001416,-0.075634
A2,69632,,,0.019231,-0.001353,-0.064129
A2,73728,,,0.016453,-0.001832,-0.048927
A2,77824,,,0.021393,-0.000591,-0.044031
A2,81920,,,0.020446,-0.001163,-0.034418
A2,86016,,,0.024255,-0.000671,-0.026843
A2,90112,,,0.025128,-0.001014,-0.022603
A2,94208,,,0.027589,-0.000381,-0.015545
A2,98304,,,0.024682,-0.000563,-0.015066
A2,102400,,,0.031895,2.4e-05,-0.010102
A2,106496,,,0.034725,-0.000159,-0.010328
A2,110592,,,0.030226,-0.000151,-0.008772
A2,114688,,,0.035395,-0.00032,-0.010136
A2,118784,,,0.031998,0.0,-0.009264
A2,122880,,,0.030543,-0.000592,-0.026023
A2,126976,,,0.033165,-0.000598,-0.029203
A2,131072,,,0.027487,-0.000532,-0.025327
A2,135168,,,0.028551,-0.000328,-0.013184
A2,139264,,,0.032577,-0.000473,-0.017508
A2,143360,,,0.031408,-0.000251,-0.012264
A2,147456,,,0.034673,-0.000121,-0.007669
A2,151552,,,0.033554,-7.5e-05,-0.006921
A2,155648,,,0.031483,-0.0,-0.010553
A2,159744,,,0.034257,-0.001466,-0.053348
A2,163840,,,0.030662,-0.000965,-0.051305
A2,167936,,,0.032271,-0.001788,-0.035314
A2,172032,,,0.031206,-0.000548,-0.022344
A2,176128,,,0.030905,-9.3e-05,-0.016067
A2,180224,,,0.02797,-0.000442,-0.009609
A2,184320,,,0.031025,-0.000428,-0.012876
A2,188416,,,0.028745,-0.000194,-0.008254
A2,192512,,,0.032986,0.0,-0.011378
A2,196608,,,0.032297,-0.000831,-0.06246
A2,200704,,,0.030153,-0.000594,-0.049277
A2,204800,,,0.030531,-0.001088,-0.034108
A2,208896,,,0.03015,0.00012,-0.026986
A2,212992,,,0.030359,-0.000819,-0.029997
A2,217088,,,0.030724,-0.000799,-0.021423
A2,221184,,,0.030006,-0.000303,-0.015239
A2,225280,,,0.031362,-0.000195,-0.01704
A2,229376,,,0.031287,0.00016,-0.024967
A2,233472,,,0.031363,-0.003492,-0.118795
