tls_id,timesteps,ep_rew_mean,ep_len_mean,value_loss,policy_gradient_loss,entropy_loss
B1,516096,,,3.660238,-0.000716,-0.464921
B1,520192,,,0.477752,-0.00209,-0.448828
B1,524288,,,3.355386,-0.000258,-0.486765
B1,528384,,,2.583968,-0.0023,-0.478295
B1,532480,,,3.730763,-0.002235,-0.468545
B1,536576,,,2.43898,-0.002473,-0.434544
B1,540672,,,2.173799,-0.000678,-0.427637
B1,544768,,,1.25658,-0.001269,-0.432516
B1,548864,,,3.233397,-0.002363,-0.422938
B1,552960,,,3.163147,-3.5e-05,-0.448252
B1,557056,,,3.752615,-0.001465,-0.465165
B1,561152,,,2.150513,-0.002041,-0.472266
B1,565248,,,2.235663,-0.002718,-0.454248
B1,569344,,,3.13391,-0.001507,-0.447496
B1,573440,,,2.716916,-0.00126,-0.486697
B1,577536,,,2.478406,-0.000951,-0.505403
B1,581632,,,3.058493,-0.001548,-0.479729
B1,585728,,,3.618238,-0.001622,-0.463934
B1,589824,,,2.794463,-0.001288,-0.451216
B1,593920,,,2.893049,-0.001087,-0.464768
B1,598016,,,2.065704,-0.000702,-0.487787
B1,602112,,,2.230773,-0.003193,-0.487085
B1,606208,,,2.669037,-0.001441,-0.461116
B1,610304,,,2.966906,-0.000899,-0.477268
B1,614400,,,2.538755,-0.003561,-0.448536
B1,618496,,,1.498887,-0.00157,-0.455343
B1,622592,,,2.181213,0.000201,-0.497641
B1,626688,,,2.176352,-0.002492,-0.490918
B1,630784,,,3.937247,-0.001182,-0.48124
B1,634880,,,2.135524,-0.002156,-0.50239
B1,638976,,,1.948908,-0.005444,-0.455507
B1,643072,,,3.436293,-0.000934,-0.454192
B1,647168,,,2.713724,-0.000493,-0.479847
B1,651264,,,2.536756,-0.00313,-0.458276
B1,655360,,,1.847623,-0.001846,-0.45803
B1,659456,,,2.725348,-0.002487,-0.485032
B1,663552,,,0.3518,-0.005527,-0.473872
B1,667648,,,2.706559,-0.000184,-0.470483
B1,671744,,,2.420755,-0.00012,-0.486025
B1,675840,,,2.613721,-0.001892,-0.479122
B1,679936,,,3.59872,-0.000757,-0.473253
B1,684032,,,2.697337,-0.001948,-0.493988
B1,688128,,,2.957871,-0.001205,-0.483816
B1,692224,,,2.095038,-0.000686,-0.4989
B1,696320,,,2.465835,-0.002223,-0.461295
B1,700416,,,2.075903,-0.001315,-0.475955
B1,704512,,,2.240262,-0.001928,-0.471565
B1,708608,,,2.036337,-0.000931,-0.474747
B1,712704,,,2.220189,-0.000196,-0.465206
B1,716800,,,3.673256,0.000517,-0.467802
B1,720896,,,0.531885,-0.006331,-0.470519
B1,724992,,,3.971153,-0.000106,-0.425055
B1,729088,,,3.14561,-0.003611,-0.404773
B1,733184,,,1.126401,-0.002553,-0.388483
B1,737280,,,2.697336,-0.000909,-0.398827
B1,741376,,,3.074579,-0.00026,-0.435426
B1,745472,,,2.000434,-0.003747,-0.427292
B1,749568,,,2.43594,-0.002325,-0.398896
B1,753664,,,2.324037,-0.00095,-0.41152
B1,757760,,,3.189772,-0.000666,-0.413581
B1,761856,,,1.530876,-0.001936,-0.428215
B1,765952,,,4.038389,-0.000484,-0.426346
B1,770048,,,3.13287,-0.000547,-0.465237
B1,774144,,,2.318864,-0.002531,-0.462338
B1,778240,,,2.159084,-0.000455,-0.481521
B1,782336,,,2.000275,-0.002093,-0.485264
B1,786432,,,2.857857,-0.001287,-0.465465
B1,790528,,,2.126209,-0.002539,-0.456107
B1,794624,,,3.016486,-0.000175,-0.453703
B1,798720,,,2.184432,-0.000936,-0.468891
B1,802816,,,2.116765,-0.003536,-0.449883
B1,806912,,,2.118032,-0.002501,-0.42052
B1,811008,,,2.513566,-0.001195,-0.406394
B1,815104,,,4.151455,-0.002459,-0.396605
B1,819200,,,2.375504,8.1e-05,-0.401712
B1,823296,,,2.743757,-7.2e-05,-0.431177
B1,827392,,,3.406492,-0.000705,-0.464246
B1,831488,,,2.741456,-0.000935,-0.473792
B1,835584,,,2.789959,-0.001755,-0.480016
B1,839680,,,2.117452,-0.001815,-0.469213
B1,843776,,,3.584901,-0.001495,-0.500548
B1,847872,,,3.691515,-0.000823,-0.497863
B1,851968,,,2.397683,-0.002718,-0.470471
B1,856064,,,1.708161,-0.002079,-0.446658
B1,860160,,,3.618878,-0.000659,-0.457659
B1,864256,,,2.899882,-0.000912,-0.486306
B1,868352,,,2.415927,-0.003498,-0.464882
B1,872448,,,2.716141,-0.00066,-0.473499
B1,876544,,,3.225969,-0.00096,-0.470492
B1,880640,,,2.941421,-0.003244,-0.442353
B1,884736,,,2.002185,-0.000102,-0.454816
B1,888832,,,2.128548,-0.000905,-0.446063
B1,892928,,,2.544407,-0.001195,-0.448206
B1,897024,,,3.873937,8.2e-05,-0.434271
B1,901120,,,3.296262,-0.000248,-0.473833
B1,905216,,,2.863959,-1.7e-05,-0.498848
B1,909312,,,3.873653,-0.000694,-0.490566
B1,913408,,,1.370776,-0.00121,-0.499988
B1,917504,,,2.903195,-0.000435,-0.478254
B1,921600,,,3.236513,-0.001175,-0.46251
B1,925696,,,3.144086,-0.001167,-0.450701
B1,929792,,,3.654569,-0.000309,-0.456293
B1,933888,,,2.601028,-0.000269,-0.483677
B1,937984,,,3.014779,-0.000314,-0.499026
B1,942080,,,2.873045,-0.002755,-0.492294
B1,946176,,,2.675496,-0.000201,-0.5024
B1,950272,,,3.769114,-0.00077,-0.501569
B1,954368,,,3.909204,-0.000371,-0.489665
B1,958464,,,1.124871,-0.000762,-0.494572
B1,962560,,,2.898325,-9.5e-05,-0.494806
B1,966656,,,2.133786,-7.8e-05,-0.498063
B1,970752,,,2.9451,-0.000793,-0.501903
B1,974848,,,3.06578,-1.9e-05,-0.494306
B1,978944,,,3.024926,-0.000136,-0.501406
B1,983040,,,2.232355,-0.000449,-0.497066
B1,987136,,,2.204448,-0.001192,-0.491522
B1,991232,,,3.703601,-0.000171,-0.473571
B1,995328,,,2.163377,-0.000246,-0.487799
B1,999424,,,2.981937,-4.9e-05,-0.477946
B1,1003520,,,3.057717,-3e-06,-0.476313
B2,4096,,,,,
B2,8192,,,11.574572,-0.000472,-0.692834
B2,12288,,,3.367822,-0.004007,-0.683674
B2,16384,,,1.279469,-0.005139,-0.650733
